220	10	4.6565		6.1973	
220	11	1.5625		6.8829	
230	1	1.8994		2.5625	
230	2	1.8426		3.3689	
230	3	2.6691		5.3264	
230	4	2.6996		6.0978	
230	5	0.3986		3.1742	
230	6	13.7065		9.7851	
230	8	4.7075		7.5999	
230	9	5.1046		2.9973	
230	10	5.1301		6.1176	
230	11	2.2107		6.8352	
240	1	1.4408		2.4988	
240	2	1.3716		3.3083	
240	3	2.2817		5.4078	
240	4	2.4031		6.1574	
240	5	0.0581		3.1742	
240	6	13.6922		10.1755	
240	8	4.5094		7.5977	
240	9	4.6382		3.0362	
240	10	5.6036		6.0381	
240	11	2.8590		6.7875	
250	1	0.9825		2.4348	
250	2	0.9071		3.2260	
250	3	1.8942		5.4892	
250	4	2.1065		6.2171	
250	6	13.6779		10.5662	
250	8	4.3082		7.5717	
250	9	4.1718		3.0749	
250	10	6.0772		5.9586	
250	11	3.5390		6.6312	
260	1	0.5238		2.3708	
260	2	0.4426		3.1436	
260	3	1.5513		5.6665	
260	4	1.8100		6.2768	
260	6	13.6634		10.9566	
260	8	4.1068		7.5457	
260	9	3.7198		3.0988	
260	10	6.5419		5.9121	
260	11	4.2272		6.4474	
270	1	0.0655		2.3069	
270	2	-0.0217		3.0615	
270	3	1.2087		5.8438	
270	4	1.5739		6.4164	
270	8	3.9056		7.5199	
270	9	3.2696		3.1210	
270	10	6.9980		5.8990	
270	11	4.9152		6.2548	
280	3	0.8659		6.0211	
280	4	1.3377		6.5562	
280	8	3.7042		7.4939	
280	9	2.8192		3.1431	
280	10	7.4540		5.8856	
280	11	5.6032		6.0252	
290	3	0.5525		6.1992	
290	4	1.1016		6.6958	
290	8	3.5253		7.4880	
290	9	2.3690		3.1653	
290	10	7.9099		5.8725	
290	11	6.2912		5.7959	
300	3	0.2683		6.3782	
300	4	0.8654		6.8355	
300	8	3.3464		7.4820	
300	9	2.0310		3.1875	
300	10	8.4032		5.8369	
300	11	6.9790		5.5560	
310	3	-0.0158		6.5572	
310	4	0.5803		7.0133	
310	8	3.1675		7.4760	
310	9	1.7679		3.2100	
310	10	8.9008		5.7990	
310	11	7.6666		5.3095	
320	4	0.2896		7.1951	
320	8	2.9886		7.4701	
320	9	1.5048		3.2324	
320	10	9.3983		5.7610	
320	11	8.3540		5.0627	
